id | rms | ApprEnt | LZComp | mpf | sef
1 | 3.548191086863967e-05 1.742453999826348e-05 2.8392141452675716e-05 3.5891411051823824e-05 6.894986936945759e-05 8.631958529892143e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 37.0 8.0 27.0 20.0 22.0 9.0 | 464 2 404 2 2 2 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 2.7666248125817275e-05 1.5002746634364355e-05 2.1692401892320508e-05 2.5074464714394903e-05 6.70612586194251e-05 8.303428328094768e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 28.0 3.0 28.0 23.0 17.0 9.0 | 11 5 217 365 52 8 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 2.9149498567297898e-05 1.5727632575153842e-05 2.5394511924826366e-05 2.9173373810621776e-05 6.071122136084041e-05 7.69819656301172e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 29.0 4.0 20.0 20.0 18.0 10.0 | 216 155 0 0 3 5 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 2.4407702669568187e-05 1.2862530244145627e-05 2.3887142053044915e-05 2.48989340978926e-05 3.572259289780399e-05 4.966811862958284e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 28.0 2.0 17.0 18.0 28.0 24.0 | 270 18 296 352 2 3 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 2.0306243477867833e-05 9.243483079865741e-06 1.6301097236196568e-05 1.9498308632124132e-05 2.1699955170262265e-05 2.4896998452506773e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 23.0 2.0 12.0 17.0 38.0 35.0 | 23 281 6 3 57 6 | 998 998 998 997 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 2.5741697667110183e-05 1.0174804664008433e-05 1.4282425932868416e-05 1.8533830571871354e-05 1.9971198973091962e-05 1.6627020787309755e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 28.0 2.0 5.0 19.0 31.0 19.0 | 1 4 0 2 0 1 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 2.79814278630616e-05 1.2099660198064292e-05 1.2580700178729381e-05 2.0677698408468237e-05 2.1137967958448344e-05 2.6420768551011465e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 26.0 2.0 4.0 18.0 27.0 18.0 | 3 0 0 0 3 0 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 2.162482663013647e-05 1.0332424947883557e-05 7.0390368097874474e-06 1.8043429555702762e-05 1.9875728698940614e-05 2.8047451769013757e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 23.0 2.0 2.0 17.0 21.0 21.0 | 0 0 100 0 350 0 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 5.947891007347873e-06 3.2591277931188237e-06 7.246594278984046e-06 6.835175216526545e-06 1.7250399086766248e-05 1.9192830367573646e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 19.0 21.0 | 499 32 0 149 475 76 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 8.404718643024413e-06 4.09296934200871e-06 6.652228185755866e-06 8.314438165909694e-06 1.4217544646450298e-05 1.7856465965736197e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 16.0 18.0 | 3 490 1 2 52 1 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 9.67939107708467e-06 4.157743245037038e-06 4.3291757617179295e-06 9.109668040042955e-06 1.0046947856892325e-05 1.2060770742734271e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 7.0 4.0 | 0 8 460 0 41 53 | 998 998 997 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 6.6147229160683455e-06 2.6772438388663287e-06 6.676325096530677e-06 6.076734743396881e-06 1.3692370479377632e-05 1.3695866629889757e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 9.0 5.0 | 46 495 42 408 114 53 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 7.439606303411781e-06 5.468658288082141e-06 7.015702962319257e-06 7.758331409740023e-06 1.1270068820446021e-05 1.725419671670006e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 4.0 20.0 | 1 1 0 27 0 499 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 8.521897551627733e-06 5.832513362164805e-06 5.609494756057086e-06 7.769051963723205e-06 8.619211458689038e-06 1.6535610225785006e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 2.0 20.0 | 0 0 0 0 100 3 | 998 998 997 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 6.6392476339587805e-06 3.5145831288654487e-06 7.084729010393727e-06 4.192061435377068e-06 1.0238933136650898e-05 1.2101183020904814e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 2.0 6.0 | 0 0 0 4 3 109 | 997 998 997 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 1.7056316002446148e-05 6.297007243890819e-06 7.1046809240810735e-06 1.265728386933675e-05 9.138101632838714e-06 1.0607929921914685e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 20.0 2.0 2.0 4.0 2.0 2.0 | 0 0 0 0 51 50 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 2.2098023671994707e-05 8.285883758486505e-06 8.519939526634176e-06 1.426715395625053e-05 1.0976565918823445e-05 1.0346236459474812e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 21.0 2.0 2.0 4.0 4.0 2.0 | 0 0 0 0 4 0 | 996 994 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 1.784678474983841e-05 7.775251321527252e-06 1.1364557027613274e-05 1.1079051060264132e-05 2.5087419846644296e-05 2.8824422159194352e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 4.0 2.0 2.0 2.0 10.0 17.0 | 0 1 0 5 1 91 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 1.1944614087034239e-05 5.9658281987273655e-06 1.1409958300868918e-05 1.0582174406467485e-05 3.004728698980442e-05 3.228173295174333e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 27.0 24.0 | 497 7 2 2 7 1 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 1.0424714021081608e-05 4.007639365836656e-06 1.0090115967005643e-05 8.398129529118905e-06 3.0023643604346545e-05 2.2861013572633564e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 40.0 23.0 | 296 1 0 481 0 2 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 9.381391497024546e-06 5.52714081596707e-06 1.3190475885679945e-05 8.507212029957822e-06 3.54682293298282e-05 3.580893508331191e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 31.0 31.0 | 1 3 4 496 233 1 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 1.1387416091056685e-05 8.584312672076437e-06 1.2129556110653407e-05 1.3611838578350103e-05 2.9381281090281096e-05 3.8588366304042976e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 20.0 26.0 | 0 0 0 0 0 2 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 1.1145875254288777e-05 6.155233549452788e-06 9.71609964704289e-06 1.2272049424527854e-05 3.3200990308563886e-05 3.975143336550834e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 19.0 19.0 | 299 213 0 489 0 0 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 1.1813752969338251e-05 4.946667837534745e-06 9.010742134047295e-06 1.2631481124026615e-05 3.150643234374175e-05 3.4768202131774754e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 26.0 18.0 | 1 313 330 1 6 325 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 1.586281035635256e-05 7.647441082295898e-06 1.0362480540466794e-05 1.4311973275307813e-05 3.040039030024986e-05 3.8034600634447495e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 4.0 2.0 2.0 7.0 29.0 15.0 | 354 2 5 475 44 3 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 1.673448955254552e-05 8.188366125363998e-06 9.733366080848054e-06 1.5370841998940548e-05 3.15992875024571e-05 4.1483737055112367e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 4.0 2.0 2.0 7.0 32.0 19.0 | 384 2 0 299 2 0 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 1.1129605123392857e-05 4.972870986018892e-06 9.183799868632032e-06 1.1745699973216837e-05 2.8571132083722223e-05 3.3678716137555986e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 39.0 24.0 | 0 5 0 0 130 314 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 6.05406088605032e-06 3.6829802389330934e-06 9.938770024640056e-06 5.9958479466330296e-06 2.2176823456987645e-05 2.6802476848318222e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 24.0 15.0 | 50 0 0 472 0 0 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 6.282642952669737e-06 2.2816619719457948e-06 6.495253833389105e-06 5.709316862888364e-06 1.2746449730968266e-05 1.5484862814020283e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 8.0 11.0 | 36 489 0 1 26 6 | 998 998 997 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 2.390500292216653e-05 1.4883590616555689e-05 1.1694709938391268e-05 1.8256164996622504e-05 1.2323533500880948e-05 2.980801192215349e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 19.0 8.0 18.0 10.0 9.0 10.0 | 2 2 3 3 57 3 | 998 998 998 998 997 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 2.6337364607229542e-05 1.6898040202903757e-05 1.3380014257600562e-05 1.9600156821684787e-05 1.987921176605551e-05 3.0742722682150876e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 25.0 9.0 18.0 10.0 23.0 15.0 | 1 0 490 4 0 2 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 2.0180682553229245e-05 1.1042144001022146e-05 1.114032551363947e-05 1.330625133743313e-05 2.029066769566152e-05 1.678075087899827e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 20.0 2.0 2.0 2.0 17.0 16.0 | 4 91 464 1 56 4 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 2.0358744469371357e-05 8.663996543113824e-06 1.0355673061560003e-05 1.295394461537309e-05 2.247613977898773e-05 2.0305794939978914e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 17.0 2.0 2.0 2.0 7.0 19.0 | 1 1 0 2 231 6 | 998 998 998 998 998 997 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 2.2994019347414272e-05 1.0817096364181872e-05 9.979431876266834e-06 1.8926060963081966e-05 2.6987080471103276e-05 3.5073841738852164e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 40.0 2.0 2.0 23.0 19.0 22.0 | 0 0 0 0 3 0 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 2.0327401280109138e-05 1.0757327506418422e-05 9.135573437385316e-06 1.736516251323943e-05 2.2869980744425553e-05 3.25899658185048e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 37.0 2.0 2.0 23.0 29.0 20.0 | 0 0 5 0 57 0 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 8.411066039472394e-06 5.533992646138738e-06 7.347922573988366e-06 5.120370356852485e-06 1.8209819657122406e-05 9.976431970071066e-06 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 26.0 4.0 | 0 0 12 1 0 69 | 998 997 998 997 998 997 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 7.52930600993634e-06 4.070455692156023e-06 9.366744823925631e-06 4.434309087926169e-06 1.4124011214928218e-05 8.943191517297171e-06 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 11.0 4.0 | 0 12 3 1 53 54 | 998 998 998 998 998 997 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 1.3180961718612056e-05 4.4124307895259965e-06 8.197208438236772e-06 7.529690991838386e-06 8.825782118889895e-06 9.410813866523848e-06 | 0.0 0.0 0.0 0.0 0.0 0.0 | 5.0 2.0 2.0 2.0 2.0 4.0 | 25 4 0 19 244 54 | 998 998 998 998 998 997 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 1.9895827349515465e-05 7.319375043773153e-06 6.140856719407688e-06 1.3445310777986003e-05 7.092581331082526e-06 9.73916712576373e-06 | 0.0 0.0 0.0 0.0 0.0 0.0 | 12.0 2.0 2.0 2.0 2.0 2.0 | 0 1 0 1 474 336 | 998 998 996 998 997 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 1.6548424667826178e-05 6.703472658186871e-06 7.0223528841440994e-06 1.2774941978694179e-05 1.293971811503251e-05 1.6525147293285416e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 9.0 2.0 2.0 2.0 13.0 19.0 | 1 4 29 7 22 14 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 2.115677815354638e-05 8.879710693427925e-06 9.654533616051863e-06 1.6720034864689328e-05 1.7596046299247743e-05 2.19722214223517e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 18.0 2.0 2.0 15.0 19.0 32.0 | 0 0 119 0 368 3 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 2.424552246642723e-05 1.3251748130051951e-05 1.2848017056493372e-05 1.9666848209958167e-05 2.4799696136430694e-05 4.7487419678707396e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 26.0 3.0 5.0 19.0 23.0 23.0 | 0 0 1 1 270 1 | 998 996 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 1.5922459447230896e-05 1.1847305924098107e-05 1.4343426844775723e-05 1.6848880060888753e-05 3.761864658195055e-05 6.382217685667442e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 18.0 4.0 11.0 9.0 32.0 26.0 | 171 0 2 2 1 0 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 1.9164084624738845e-05 1.0050533388365723e-05 1.273931927983531e-05 1.8650564444407795e-05 3.4367278803609016e-05 4.894031763849011e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 33.0 2.0 11.0 22.0 36.0 34.0 | 0 241 430 0 2 1 | 998 998 998 997 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 2.3202656470424023e-05 1.0552069977909684e-05 9.374345627663507e-06 1.714103090532347e-05 1.9520741471476563e-05 2.5543009598173387e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 45.0 2.0 5.0 26.0 27.0 38.0 | 2 0 488 1 493 4 | 998 998 998 998 998 997 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 3.565808092338325e-05 1.4899162930078115e-05 1.7826299182409494e-05 2.566432308877632e-05 3.82557931767851e-05 5.93543561690849e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 29.0 6.0 19.0 12.0 31.0 45.0 | 2 493 6 1 4 3 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 4.3729261414984956e-05 2.7224147241700202e-05 7.480296161533313e-05 5.049715580986726e-05 0.00012879349140441058 0.00015124203852786425 | 0.0 0.0 0.0 0.0 0.0 0.0 | 33.0 35.0 36.0 12.0 33.0 34.0 | 0 155 1 0 1 1 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 5.562917935520552e-05 5.460297959466359e-05 0.00013905625015686962 5.872814592307116e-05 0.00029579531444338345 0.00017254927951751127 | 0.0 0.0 0.0 0.0 0.0 0.0 | 36.0 40.0 23.0 19.0 16.0 19.0 | 98 0 0 0 0 0 | 998 998 998 996 998 997 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 6.274140032881638e-05 6.516632332844173e-05 0.00014081252208771828 4.6025322997354544e-05 0.00030543057596868055 0.00010587100687106904 | 0.0 0.0 0.0 0.0 0.0 0.0 | 18.0 31.0 8.0 24.0 2.0 23.0 | 0 0 0 1 0 0 | 997 997 997 998 997 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 8.389980424152542e-05 4.373662585294801e-05 0.0001132782279799573 5.5951396460649805e-05 0.00014996689814983618 6.774320933076539e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 11.0 25.0 9.0 16.0 11.0 23.0 | 0 0 2 0 0 0 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 7.715396941644222e-05 1.0099301903641546e-05 8.80502931208028e-05 5.1949476972203365e-05 0.00010347297958460342 0.00010665935552767056 | 0.0 0.0 0.0 0.0 0.0 0.0 | 27.0 2.0 6.0 11.0 11.0 2.0 | 1 316 0 0 0 0 | 998 998 998 998 998 0 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 6.979941471137322e-05 1.8232194993968808e-05 8.841062644283326e-05 2.6450372310664783e-05 0.00012359975833414904 0.00011131678281957365 | 0.0 0.0 0.0 0.0 0.0 0.0 | 24.0 4.0 6.0 25.0 2.0 2.0 | 0 0 0 13 0 0 | 998 998 998 998 0 0 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 9.258224080273375e-05 3.068285653402182e-05 0.0001312363710915943 4.001620426483066e-05 8.190646797573927e-05 7.715473319312777e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 4.0 2.0 21.0 7.0 2.0 | 0 0 0 0 0 0 | 0 2 0 990 998 2 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 8.141069262599739e-05 3.167224263243406e-05 0.00015149632607680744 5.21533329621817e-05 4.390849979714384e-05 5.08617109628055e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 18.0 29.0 7.0 8.0 19.0 13.0 | 1 1 13 40 0 0 | 998 998 998 998 998 0 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 6.012183973837496e-05 2.186245738568144e-05 0.0001316639038730857 4.7872328396420976e-05 3.557465236067375e-05 3.6384124965694025e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 45.0 35.0 13.0 12.0 17.0 40.0 | 0 0 0 0 0 0 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 4.110724696923552e-05 1.4812054439224269e-05 7.65224693122184e-05 2.837738265573488e-05 1.450294002003082e-05 1.8135587411387017e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 42.0 14.0 14.0 8.0 9.0 38.0 | 7 351 8 3 189 0 | 998 998 998 998 998 997 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 4.41676397443338e-05 2.3882547375317997e-05 8.462624562906465e-05 2.7114832486453763e-05 1.94203566693874e-05 1.6109216609915488e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 14.0 30.0 12.0 25.0 26.0 18.0 | 0 0 0 0 0 0 | 998 998 998 998 997 996 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 4.860973400663918e-05 2.5850265499546378e-05 9.681918783023465e-05 2.9768203592150422e-05 1.7150890744236996e-05 1.6486688174428146e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 16.0 30.0 2.0 30.0 24.0 11.0 | 0 0 0 0 0 0 | 0 0 0 0 998 772 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 3.775809364526153e-05 1.8604744045005356e-05 6.694228748807048e-05 2.0692078193278286e-05 8.539861217760869e-06 1.5966780070475248e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 39.0 2.0 3.0 13.0 2.0 7.0 | 0 0 0 0 0 0 | 0 0 995 1 998 662 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 2.9289079576725353e-05 1.2764245067756295e-05 3.593567625341779e-05 1.3868027048908001e-05 8.241695989517878e-06 1.5631007726299808e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 39.0 2.0 34.0 9.0 3.0 10.0 | 0 0 0 0 169 0 | 994 997 437 998 998 745 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 1.4726959036496142e-05 6.527698372290366e-06 2.648888006617935e-05 9.164366361559675e-06 1.7853567618245446e-05 1.7587722227411163e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 16.0 2.0 50.0 2.0 15.0 28.0 | 1 6 250 495 0 0 | 998 998 998 998 998 996 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 6.676353734916747e-06 4.007688263395549e-06 2.289072280834264e-05 9.255359659193566e-06 1.7131124811428346e-05 1.4678108302788183e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 4.0 2.0 33.0 2.0 14.0 27.0 | 422 214 162 0 0 0 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 1.3140766516676996e-05 3.7560836906193592e-06 1.9939419595335114e-05 6.985139057983017e-06 1.1451788494046723e-05 1.0986161164837763e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 19.0 2.0 41.0 2.0 4.0 8.0 | 3 205 0 35 0 0 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 2.032247069553377e-05 5.52221173053635e-06 1.604386576315737e-05 7.761431216791528e-06 1.3143907777339995e-05 1.3736236312965639e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 37.0 2.0 31.0 2.0 4.0 9.0 | 0 0 0 0 0 0 | 997 997 998 997 997 997 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 2.4447162179350165e-05 6.7733566342150696e-06 1.9854460169236354e-05 1.0228981241574125e-05 9.071903263349122e-06 1.0469960915397119e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 43.0 2.0 30.0 2.0 2.0 4.0 | 0 0 0 0 100 134 | 849 996 998 996 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 2.3565147116101438e-05 7.325707138966315e-06 3.12988311341595e-05 1.1746892169428794e-05 9.857121001404894e-06 1.0494928206968072e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 30.0 2.0 43.0 2.0 2.0 5.0 | 0 0 0 0 53 53 | 242 893 1 977 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 1.5666632161837392e-05 5.452299566251516e-06 2.996042393776746e-05 9.436177544635478e-06 9.841143394636357e-06 1.0318009512273578e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 4.0 2.0 30.0 2.0 2.0 5.0 | 0 0 0 0 0 56 | 998 998 0 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 9.09860207194885e-06 2.240018339919285e-06 2.1854054104318246e-05 4.908134276877178e-06 6.530559387458999e-06 6.15026580875808e-06 | 0.0 0.0 0.0 0.0 0.0 0.0 | 3.0 2.0 19.0 2.0 2.0 2.0 | 0 158 0 186 5 481 | 995 995 0 995 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 1.607335976988793e-05 4.860957778829214e-06 1.724063284331864e-05 8.417763750587316e-06 8.106162619606278e-06 6.61350318906826e-06 | 0.0 0.0 0.0 0.0 0.0 0.0 | 13.0 2.0 13.0 2.0 2.0 2.0 | 0 1 0 3 3 152 | 997 998 896 997 997 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 2.5986561236034116e-05 7.713408043044903e-06 1.7874521636822918e-05 1.5162977261712056e-05 9.111796458246573e-06 8.27076546051006e-06 | 0.0 0.0 0.0 0.0 0.0 0.0 | 44.0 2.0 18.0 2.0 2.0 2.0 | 0 0 0 0 46 4 | 998 998 998 998 998 997 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 2.5897672075781752e-05 7.586199459256795e-06 2.119718785543e-05 1.6878082859888056e-05 2.5672966060156216e-05 2.6179118269087277e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 46.0 2.0 27.0 7.0 18.0 20.0 | 0 0 1 0 302 296 | 998 998 998 996 997 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 1.7955094365269596e-05 5.620905898654878e-06 1.955742398902975e-05 1.3265050110399297e-05 3.712979042677892e-05 3.741780942232721e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 13.0 2.0 22.0 9.0 34.0 39.0 | 0 119 393 0 110 498 | 998 998 998 997 997 997 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 1.2560069181920163e-05 6.277599953677987e-06 1.9074143013480487e-05 1.0065225253150106e-05 3.452365516945475e-05 2.927456666208491e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 13.0 2.0 27.0 5.0 53.0 31.0 | 6 3 3 9 5 490 | 998 998 998 998 998 997 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 1.8596317603526096e-05 6.455421157345883e-06 2.4503583917427145e-05 9.73689812051757e-06 2.477676889285682e-05 1.8124241036167196e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 11.0 2.0 42.0 3.0 45.0 23.0 | 0 241 0 5 1 284 | 998 998 996 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 2.876762424916394e-05 8.167418120161652e-06 3.25948814047879e-05 1.9175910072759728e-05 2.9181064367217513e-05 3.078175008275855e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 25.0 2.0 43.0 16.0 24.0 30.0 | 0 0 0 0 37 326 | 998 998 9 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 2.3277955531482966e-05 7.556512511178747e-06 3.520742997070006e-05 1.808213769161228e-05 2.7836488447608358e-05 2.8647693190772587e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 18.0 2.0 56.0 16.0 22.0 22.0 | 0 0 0 0 344 266 | 998 998 1 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 9.558311994681652e-06 4.388396807644045e-06 3.1540979311480236e-05 6.494187935300004e-06 1.5381787204636496e-05 1.7362071121677586e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 84.0 2.0 11.0 25.0 | 12 1 0 7 64 213 | 998 996 0 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
1 | 1.7849125776705516e-05 6.266222340205004e-06 2.6664506120134966e-05 1.2082982677709154e-05 1.678056273075166e-05 1.972069962382137e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 24.0 2.0 70.0 4.0 14.0 29.0 | 0 0 0 0 2 4 | 998 998 0 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
